128,naive,4.8298,0.87
128,vector,0.5010,8.37
128,blocked,0.7987,5.25
128,parallel,1.0146,4.13
256,naive,40.4012,0.83
256,vector,5.5497,6.05
256,blocked,7.1895,4.67
256,parallel,4.1650,8.06
512,naive,386.6614,0.69
512,vector,33.7420,7.96
512,blocked,46.2043,5.81
512,parallel,29.4214,9.12
